vBestLabels1,vBestLabels2,vBestLabels3,vBestLabels4,vBestLabels5,vBestLabels6,vBestLabels7
1,0.812934714509487,10,Polygon,tSNE,chebychev,single
2,0.807575411205651,20,Polygon,tSNE,seuclidean,single
3,0.806542538819673,20,Polygon,SPE,cosine,average
4,0.804423804288447,10,Polygon,SPE,chebychev,average
5,0.802290472904108,10,Polygon,SPE,euclidean,average
6,0.802290472904108,10,Polygon,SPE,minkowski,average
7,0.801465809771619,20,Polygon,SPE,correlation,average
8,0.801440075708749,20,Polygon,SPE,seuclidean,average
9,0.799892060271578,20,Polygon,SPE,euclidean,average
10,0.799892060271578,20,Polygon,SPE,minkowski,average
11,0.798975688153574,20,Polygon,SPE,cosine,centroid
12,0.797796408473292,10,Polygon,SPE,seuclidean,average
13,0.797644135116024,10,Polygon,tSNE,euclidean,single
14,0.797644135116024,10,Polygon,tSNE,squaredeuclidean,single
15,0.797644135116024,10,Polygon,tSNE,minkowski,single
16,0.794153835076884,5,Polygon,tSNE,seuclidean,single
17,0.790161460801834,20,Polygon,SPE,squaredeuclidean,average
18,0.790062670382878,20,Polygon,SPE,cityblock,average
19,0.790033879226128,10,Polygon,SPE,cosine,average
20,0.789797872489714,10,Polygon,SPE,squaredeuclidean,centroid
21,0.789712591225773,10,Polygon,tSNE,cityblock,single
22,0.78929619124116,10,Polygon,SPE,squaredeuclidean,average
23,0.788367143461952,10,Polygon,SPE,cosine,centroid
24,0.787584071589203,5,Polygon,tSNE,euclidean,single
25,0.787584071589203,5,Polygon,tSNE,squaredeuclidean,single
26,0.787584071589203,5,Polygon,tSNE,minkowski,single
27,0.786906558586376,10,Polygon,SPE,seuclidean,weighted
28,0.786660709588742,10,Polygon,SPE,cityblock,average
29,0.786325364700964,20,Polygon,SPE,squaredeuclidean,centroid
30,0.785070938763825,20,Polygon,SPE,chebychev,average
31,0.784305058314367,20,Polygon,SPE,correlation,centroid
32,0.78380327845181,20,Polygon,tSNE,cityblock,single
33,0.780878216229914,20,Polygon,tSNE,chebychev,single
34,0.779899306490651,5,Polygon,SPE,squaredeuclidean,average
35,0.779475196642114,20,Polygon,tSNE,euclidean,single
36,0.779475196642114,20,Polygon,tSNE,squaredeuclidean,single
37,0.779475196642114,20,Polygon,tSNE,minkowski,single
38,0.777534573574439,20,Polygon,SPE,mahalanobis,ward
39,0.776968379074504,10,Polygon,SPE,chebychev,weighted
40,0.775943999873831,20,Polygon,SPE,spearman,average
41,0.774117396232871,10,Polygon,SPE,squaredeuclidean,weighted
42,0.77382728330056,5,Polygon,SPE,seuclidean,average
43,0.773525929541449,20,Polygon,SPE,euclidean,weighted
44,0.773525929541449,20,Polygon,SPE,minkowski,weighted
45,0.77300208637365,5,Polygon,tSNE,mahalanobis,single
46,0.772396322596971,20,Polygon,tSNE,cosine,centroid
47,0.77223141938701,10,Polygon,SPE,correlation,average
48,0.772216662060441,20,Polygon,SPE,squaredeuclidean,weighted
49,0.772081761642628,10,Polygon,SPE,mahalanobis,ward
50,0.771072694423937,20,Histogram,tSNE,cityblock,single
51,0.770547362264965,20,Histogram,tSNE,euclidean,single
52,0.770547362264965,20,Histogram,tSNE,squaredeuclidean,single
53,0.770547362264965,20,Histogram,tSNE,minkowski,single
54,0.770341968930566,20,Polygon,Sammon,cosine,average
55,0.769886569881321,10,Polygon,tSNE,correlation,average
56,0.769558382195782,20,Histogram,tSNE,seuclidean,single
57,0.769039760031477,10,Polygon,tSNE,cosine,average
58,0.768815902620943,10,Histogram,tSNE,seuclidean,single
59,0.768648993722936,20,Polygon,SPE,cosine,weighted
60,0.768252045005464,20,Polygon,tSNE,correlation,average
61,0.767271024531218,10,Histogram,tSNE,cityblock,single
62,0.766885751674701,5,Polygon,SPE,squaredeuclidean,centroid
63,0.766438409726119,20,Polygon,Sammon,correlation,average
64,0.76601788031081,5,Polygon,SPE,mahalanobis,average
65,0.764531389836983,10,Polygon,tSNE,seuclidean,single
66,0.763688675487762,20,Polygon,tSNE,cosine,average
67,0.763619445728334,10,Polygon,tSNE,cosine,weighted
68,0.763580279636038,20,Polygon,SPE,squaredeuclidean,ward
69,0.763299868631045,10,Polygon,SPE,squaredeuclidean,ward
70,0.763008942847831,20,Polygon,SPE,cityblock,weighted
71,0.762124445864695,10,Histogram,tSNE,euclidean,single
72,0.762124445864695,10,Histogram,tSNE,squaredeuclidean,single
73,0.762124445864695,10,Histogram,tSNE,minkowski,single
74,0.762013903937604,10,Polygon,tSNE,correlation,centroid
75,0.761825794144145,10,Histogram,tSNE,cosine,average
76,0.761431930678506,5,Polygon,SPE,cityblock,average
77,0.761306336037831,5,Polygon,SPE,seuclidean,centroid
78,0.76014525564883,10,Polygon,tSNE,cosine,centroid
79,0.759875341414037,20,Polygon,SPE,seuclidean,weighted
80,0.759567240212885,10,Polygon,SPE,correlation,centroid
81,0.759462467768942,10,Polygon,SPE,mahalanobis,complete
82,0.75887786891409,20,Histogram,tSNE,correlation,weighted
83,0.758819695240386,20,Polygon,SPE,spearman,centroid
84,0.758589501379554,20,Polygon,SPE,euclidean,complete
85,0.758589501379554,20,Polygon,SPE,squaredeuclidean,complete
86,0.758589501379554,20,Polygon,SPE,minkowski,complete
87,0.758171174879025,10,Polygon,SPE,cityblock,centroid
88,0.757828415325212,5,Polygon,tSNE,chebychev,single
89,0.757555791730896,20,Histogram,tSNE,correlation,average
90,0.757336855559305,5,Polygon,tSNE,cityblock,single
91,0.757108789692265,10,Polygon,tSNE,correlation,weighted
92,0.757049767340602,10,Histogram,tSNE,cosine,centroid
93,0.756799915117728,20,Polygon,SPE,seuclidean,complete
94,0.756596998464856,20,Histogram,SPE,correlation,centroid
95,0.756427158477486,10,Polygon,tSNE,cosine,single
96,0.755516155083825,20,Polygon,tSNE,correlation,centroid
97,0.755259023085649,5,Polygon,SPE,euclidean,average
98,0.755259023085649,5,Polygon,SPE,minkowski,average
99,0.755136310895831,10,Polygon,tSNE,cosine,median
100,0.754776307770682,20,Histogram,tSNE,cosine,weighted
101,0.754216940800414,20,Polygon,tSNE,squaredeuclidean,centroid
102,0.754109038880557,5,Polygon,SPE,chebychev,average
103,0.753739998804932,10,Polygon,SPE,chebychev,complete
104,0.753520914297403,20,Polygon,SPE,chebychev,ward
105,0.753207442198423,20,Polygon,SPE,seuclidean,ward
106,0.752888342784777,10,Polygon,SPE,seuclidean,centroid
107,0.752493188802594,20,Polygon,SPE,correlation,complete
108,0.752468621857941,10,Polygon,SPE,euclidean,centroid
109,0.752468621857941,10,Polygon,SPE,minkowski,centroid
110,0.752406519389308,10,Histogram,tSNE,mahalanobis,single
111,0.752185881511451,10,Polygon,tSNE,cityblock,centroid
112,0.75182958697782,20,Histogram,tSNE,correlation,centroid
113,0.751785488429772,20,Polygon,tSNE,chebychev,average
114,0.751743924804051,20,Polygon,Sammon,correlation,centroid
115,0.751632836915372,20,Polygon,tSNE,chebychev,centroid
116,0.751530552595047,20,Polygon,tSNE,spearman,median
117,0.75148655401579,20,Histogram,tSNE,cosine,average
118,0.751154153458891,20,Histogram,tSNE,cosine,median
119,0.750972044214199,10,Histogram,tSNE,correlation,average
120,0.750893481464011,10,Polygon,SPE,cosine,ward
121,0.750811372314204,10,Histogram,tSNE,chebychev,single
122,0.750416851765126,20,Polygon,tSNE,spearman,single
123,0.750329223883985,20,Histogram,SPE,correlation,average
124,0.750135192032249,20,Histogram,tSNE,mahalanobis,single
125,0.750103727881043,20,Histogram,tSNE,spearman,single
126,0.749368989035079,20,Polygon,SPE,euclidean,ward
127,0.749368989035079,20,Polygon,SPE,minkowski,ward
128,0.749042281259548,10,Polygon,SPE,chebychev,centroid
129,0.748946411045916,20,Histogram,tSNE,cosine,single
130,0.748888608825525,5,Polygon,SPE,chebychev,centroid
131,0.748639151733563,20,Polygon,tSNE,mahalanobis,median
132,0.748599669004132,10,Polygon,SPE,seuclidean,ward
133,0.748543157415519,20,Polygon,SPE,correlation,weighted
134,0.748523057145605,5,Polygon,SPE,euclidean,centroid
135,0.748523057145605,5,Polygon,SPE,minkowski,centroid
136,0.748504123575089,10,Polygon,SPE,euclidean,ward
137,0.748504123575089,10,Polygon,SPE,minkowski,ward
138,0.748483166195067,10,Polygon,tSNE,correlation,median
139,0.748001894336905,20,Polygon,tSNE,spearman,centroid
140,0.746774857801515,5,Histogram,tSNE,cityblock,single
141,0.74671357390566,20,Polygon,tSNE,correlation,single
142,0.745469817716947,20,Polygon,tSNE,cosine,weighted
143,0.745292895571794,5,Polygon,tSNE,cosine,centroid
144,0.745232594029754,5,Polygon,tSNE,mahalanobis,centroid
145,0.745161076737859,20,Polygon,tSNE,correlation,median
146,0.745146009291875,10,Histogram,tSNE,cosine,single
147,0.744809241323549,2,Polygon,LMNN,spearman,average
148,0.744809241323549,5,Polygon,LMNN,spearman,average
149,0.744809241323549,10,Polygon,LMNN,spearman,average
150,0.744809241323549,20,Polygon,LMNN,spearman,average
151,0.74437442423652,5,Polygon,SPE,mahalanobis,centroid
152,0.744334593412285,20,Polygon,tSNE,seuclidean,average
153,0.744254756705352,20,Polygon,SPE,cosine,ward
154,0.744199821263614,20,Polygon,tSNE,cityblock,centroid
155,0.743720818346435,10,Polygon,SPE,seuclidean,complete
156,0.743586777107771,5,Polygon,SPE,seuclidean,weighted
157,0.743517665259941,10,Polygon,SPE,chebychev,ward
158,0.742999842889787,10,Polygon,SPE,euclidean,complete
159,0.742999842889787,10,Polygon,SPE,squaredeuclidean,complete
160,0.742999842889787,10,Polygon,SPE,minkowski,complete
161,0.742728221938431,20,Polygon,tSNE,squaredeuclidean,average
162,0.742485484380782,20,Polygon,tSNE,seuclidean,centroid
163,0.742368740319773,5,Polygon,tSNE,correlation,average
164,0.742296932084806,20,Polygon,tSNE,cosine,single
165,0.742150401694385,5,Histogram,tSNE,seuclidean,single
166,0.742067811247579,10,Polygon,tSNE,cityblock,median
167,0.741620481982503,10,Polygon,SPE,cityblock,complete
168,0.741551016278073,20,Polygon,Sammon,spearman,average
169,0.741516479596606,20,Polygon,tSNE,euclidean,median
170,0.741516479596606,20,Polygon,tSNE,minkowski,median
171,0.741422844273105,20,Polygon,tSNE,euclidean,average
172,0.741422844273105,20,Polygon,tSNE,minkowski,average
173,0.741161127702366,20,Polygon,SPE,chebychev,complete
174,0.740980130692516,20,Polygon,tSNE,spearman,weighted
175,0.740902216169414,20,Polygon,tSNE,mahalanobis,weighted
176,0.740831819860792,20,Polygon,SPE,cityblock,ward
177,0.740708699560759,10,Polygon,tSNE,chebychev,centroid
178,0.740610174967725,5,Histogram,tSNE,mahalanobis,single
179,0.740445131605614,10,Polygon,tSNE,seuclidean,centroid
180,0.739953646398594,5,Polygon,tSNE,mahalanobis,median
181,0.739616599439052,5,Polygon,tSNE,correlation,centroid
182,0.739380416136964,20,Polygon,SPE,correlation,median
183,0.739312705691082,10,Polygon,tSNE,euclidean,centroid
184,0.739312705691082,10,Polygon,tSNE,minkowski,centroid
185,0.739306981701226,20,Polygon,tSNE,euclidean,centroid
186,0.739306981701226,20,Polygon,tSNE,minkowski,centroid
187,0.739090088702291,20,Polygon,tSNE,mahalanobis,centroid
188,0.738723446138923,10,Polygon,tSNE,euclidean,average
189,0.738723446138923,10,Polygon,tSNE,minkowski,average
190,0.738571530739321,20,Histogram,tSNE,cosine,centroid
191,0.738315604549155,10,Polygon,tSNE,correlation,ward
192,0.738224767923434,10,Polygon,tSNE,cityblock,average
193,0.738189369821398,10,Polygon,tSNE,correlation,complete
194,0.738124560065816,20,Polygon,tSNE,correlation,weighted
195,0.737957452910421,10,Polygon,SPE,euclidean,weighted
196,0.737957452910421,10,Polygon,SPE,minkowski,weighted
197,0.737752042236769,5,Polygon,SPE,cityblock,weighted
198,0.737634077606345,5,Histogram,tSNE,euclidean,single
199,0.737634077606345,5,Histogram,tSNE,squaredeuclidean,single
200,0.737634077606345,5,Histogram,tSNE,minkowski,single
201,0.737321969489949,20,Polygon,SPE,cosine,complete
202,0.736940871431106,20,Polygon,tSNE,correlation,ward
203,0.736729952376518,20,Polygon,tSNE,cosine,median
204,0.73659148871158,20,Histogram,tSNE,spearman,centroid
205,0.736590970244244,20,Polygon,tSNE,chebychev,median
206,0.736532111275172,20,Polygon,SPE,cosine,median
207,0.736070984376754,20,Polygon,SPE,cityblock,median
208,0.735957682377708,5,Polygon,tSNE,cosine,average
209,0.735758442334356,20,Polygon,tSNE,cityblock,average
210,0.735713363894496,20,Polygon,SPE,chebychev,weighted
211,0.735266670402819,10,Polygon,tSNE,euclidean,median
212,0.735266670402819,10,Polygon,tSNE,minkowski,median
213,0.735028102059589,5,Polygon,SPE,chebychev,complete
214,0.734949328571858,5,Polygon,SPE,squaredeuclidean,weighted
215,0.734905863044382,20,Polygon,tSNE,spearman,average
216,0.734648645019342,10,Polygon,SPE,cityblock,weighted
217,0.734643614600071,20,Histogram,tSNE,chebychev,single
218,0.734588806051671,20,Polygon,tSNE,seuclidean,median
219,0.7344550853562,10,Polygon,tSNE,squaredeuclidean,average
220,0.734413815572945,5,Polygon,tSNE,cosine,weighted
221,0.73420031797621,5,Polygon,tSNE,cosine,median
222,0.734042244249632,2,Polygon,LMNN,correlation,weighted
223,0.734042244249632,5,Polygon,LMNN,correlation,weighted
224,0.734042244249632,10,Polygon,LMNN,correlation,weighted
225,0.734042244249632,20,Polygon,LMNN,correlation,weighted
226,0.733937134339749,5,Polygon,tSNE,correlation,median
227,0.733872877846268,10,Histogram,tSNE,spearman,centroid
228,0.733726585013322,20,Polygon,Sammon,chebychev,weighted
229,0.733623318208204,10,Histogram,tSNE,spearman,median
230,0.733198802429867,20,Polygon,SPE,cityblock,complete
231,0.73312340642402,10,Histogram,tSNE,correlation,centroid
232,0.733100650801712,20,Polygon,tSNE,mahalanobis,average
233,0.733085013296554,10,Polygon,tSNE,chebychev,average
234,0.732944096450469,10,Polygon,SPE,spearman,average
235,0.732931771063566,10,Histogram,tSNE,correlation,weighted
236,0.732338719456287,10,Polygon,SPE,cityblock,ward
237,0.732240071258106,20,Polygon,Sammon,cosine,centroid
238,0.732139305956282,10,Polygon,tSNE,squaredeuclidean,centroid
239,0.732110997374391,20,Polygon,Sammon,mahalanobis,ward
240,0.73210096823783,5,Polygon,SPE,chebychev,weighted
241,0.73190285490967,10,Polygon,tSNE,cosine,ward
242,0.731762504543575,20,Polygon,SPE,correlation,ward
243,0.731651823972254,20,Polygon,SPE,spearman,weighted
244,0.731455837917777,20,Polygon,SPE,spearman,median
245,0.731058608043015,10,Polygon,tSNE,chebychev,median
246,0.730859735802976,2,Polygon,LMNN,correlation,average
247,0.730859735802976,5,Polygon,LMNN,correlation,average
248,0.730859735802976,10,Polygon,LMNN,correlation,average
249,0.730859735802976,20,Polygon,LMNN,correlation,average
250,0.730656532310364,10,Polygon,tSNE,seuclidean,average
251,0.730655670855866,5,Polygon,tSNE,euclidean,centroid
252,0.730655670855866,5,Polygon,tSNE,minkowski,centroid
253,0.730450113347594,20,Polygon,tSNE,cityblock,median
254,0.730288655468286,20,Polygon,tSNE,cosine,ward
255,0.730157275526487,10,Polygon,tSNE,seuclidean,median
256,0.730064164261355,10,Polygon,tSNE,cosine,complete
257,0.730043056267769,10,Histogram,tSNE,cosine,median
258,0.729931130583213,20,Histogram,tSNE,spearman,average
259,0.729226326625656,20,Polygon,tSNE,squaredeuclidean,weighted
260,0.729165080138411,10,Polygon,tSNE,mahalanobis,median
261,0.728982628545037,10,Histogram,tSNE,spearman,average
262,0.728981274018657,20,Histogram,tSNE,spearman,weighted
263,0.728748898449036,10,Polygon,tSNE,mahalanobis,centroid
264,0.72869527483457,20,Polygon,tSNE,cosine,complete
265,0.72868421233483,20,Polygon,tSNE,chebychev,weighted
266,0.728677995491537,10,Polygon,tSNE,correlation,single
267,0.72857663710583,20,Polygon,tSNE,correlation,complete
268,0.728467092519657,20,Polygon,tSNE,squaredeuclidean,median
269,0.72798389238683,5,Polygon,SPE,cityblock,centroid
270,0.72744996702772,20,Histogram,tSNE,spearman,median
271,0.72705160286539,20,Polygon,tSNE,euclidean,weighted
272,0.72705160286539,20,Polygon,tSNE,minkowski,weighted
273,0.72693118294836,5,Polygon,tSNE,chebychev,centroid
274,0.726886259345167,10,Polygon,tSNE,mahalanobis,average
275,0.726762826471112,20,Histogram,SPE,spearman,average
276,0.726467023859567,10,Histogram,tSNE,cosine,weighted
277,0.726143883006276,5,Polygon,tSNE,cityblock,median
278,0.725841788865173,5,Polygon,SPE,cityblock,median
279,0.725810286857498,20,Histogram,tSNE,correlation,single
280,0.725772850519434,10,Polygon,tSNE,chebychev,weighted
281,0.725500600131139,5,Polygon,tSNE,correlation,weighted
282,0.725436236191063,5,Polygon,tSNE,mahalanobis,complete
283,0.725351916691524,20,Polygon,SPE,cityblock,centroid
284,0.725196968715698,10,Histogram,tSNE,correlation,ward
285,0.725074767813535,20,Polygon,Sammon,cityblock,weighted
286,0.724804737024567,20,Histogram,tSNE,correlation,median
287,0.724668058314905,20,Polygon,tSNE,mahalanobis,ward
288,0.724070370535948,20,Polygon,SPE,spearman,ward
289,0.723604610555594,20,Polygon,tSNE,spearman,ward
290,0.723267442186161,20,Polygon,tSNE,cityblock,weighted
291,0.723083356365251,5,Polygon,tSNE,seuclidean,centroid
292,0.723046772120804,20,Polygon,SPE,euclidean,median
293,0.723046772120804,20,Polygon,SPE,minkowski,median
294,0.722915851805586,5,Polygon,tSNE,correlation,ward
295,0.722645521761274,10,Polygon,tSNE,cityblock,weighted
296,0.722586571092461,10,Polygon,SPE,spearman,centroid
297,0.722564915068348,20,Histogram,tSNE,cosine,ward
298,0.722462904081021,5,Polygon,tSNE,euclidean,median
299,0.722462904081021,5,Polygon,tSNE,minkowski,median
300,0.72236156479113,10,Polygon,SPE,cosine,median
301,0.722173572784395,5,Polygon,tSNE,mahalanobis,average
302,0.721896073582641,10,Polygon,SPE,spearman,median
303,0.721873132368806,20,Histogram,tSNE,correlation,ward
304,0.721604970495305,2,Polygon,LMNN,cosine,average
305,0.721604970495305,5,Polygon,LMNN,cosine,average
306,0.721604970495305,10,Polygon,LMNN,cosine,average
307,0.721604970495305,20,Polygon,LMNN,cosine,average
308,0.721545037059556,5,Polygon,tSNE,chebychev,median
309,0.721408691366655,10,Polygon,tSNE,squaredeuclidean,median
310,0.721401639867434,5,Polygon,tSNE,mahalanobis,weighted
311,0.721395869353219,10,Polygon,tSNE,squaredeuclidean,weighted
312,0.721288016810362,2,Polygon,LMNN,correlation,ward
313,0.721288016810362,5,Polygon,LMNN,correlation,ward
314,0.721288016810362,10,Polygon,LMNN,correlation,ward
315,0.721288016810362,20,Polygon,LMNN,correlation,ward
316,0.721276789550032,5,Polygon,tSNE,cityblock,centroid
317,0.721072745646436,20,Polygon,tSNE,seuclidean,weighted
318,0.720994244162423,20,Polygon,Sammon,euclidean,ward
319,0.720994244162423,20,Polygon,Sammon,minkowski,ward
320,0.720928218397062,5,Polygon,tSNE,euclidean,weighted
321,0.720928218397062,5,Polygon,tSNE,minkowski,weighted
322,0.720871708990757,10,Polygon,SPE,correlation,median
323,0.720641276566063,10,Polygon,SPE,correlation,ward
324,0.720600512893269,10,Polygon,SPE,cosine,complete
325,0.720271023946965,20,Polygon,tSNE,spearman,complete
326,0.720199642958889,10,Polygon,SPE,seuclidean,median
327,0.719776085109828,10,Polygon,SPE,correlation,weighted
328,0.719734283296825,5,Polygon,SPE,mahalanobis,weighted
329,0.719669522563983,5,Polygon,SPE,squaredeuclidean,ward
330,0.719642669989595,5,Polygon,tSNE,chebychev,average
331,0.719418665880477,20,Polygon,SPE,spearman,complete
332,0.719214408007705,5,Polygon,tSNE,squaredeuclidean,average
333,0.719151416317016,10,Histogram,tSNE,correlation,median
334,0.7191063070677,20,Histogram,SPE,spearman,centroid
335,0.718792002727923,10,Histogram,tSNE,cosine,complete
336,0.718379425472546,20,Polygon,Sammon,correlation,ward
337,0.7181732048623,5,Polygon,SPE,mahalanobis,complete
338,0.717847406763324,5,Polygon,tSNE,cosine,ward
339,0.717804177825277,10,Polygon,tSNE,euclidean,weighted
340,0.717804177825277,10,Polygon,tSNE,minkowski,weighted
341,0.717296231367802,20,Polygon,FactorAnalysis,mahalanobis,ward
342,0.717240945294062,20,Polygon,Sammon,seuclidean,ward
343,0.717201939868714,5,Polygon,tSNE,euclidean,average
344,0.717201939868714,5,Polygon,tSNE,minkowski,average
345,0.716984591157198,10,Histogram,tSNE,correlation,single
346,0.716838401122214,20,Polygon,tSNE,mahalanobis,single
347,0.716743522172591,10,Polygon,tSNE,cityblock,complete
348,0.716719977710185,20,Polygon,Laplacian,seuclidean,single
349,0.716530543076619,10,Polygon,SPE,euclidean,median
350,0.716530543076619,10,Polygon,SPE,minkowski,median
351,0.716490127447942,20,Histogram,SPE,spearman,median
352,0.716474582369249,10,Polygon,tSNE,seuclidean,weighted
353,0.716310455734911,20,Polygon,Laplacian,euclidean,single
354,0.716310455734911,20,Polygon,Laplacian,squaredeuclidean,single
355,0.716310455734911,20,Polygon,Laplacian,minkowski,single
356,0.716195069210365,5,Polygon,tSNE,seuclidean,average
357,0.71577509236736,10,Histogram,tSNE,cosine,ward
358,0.715724758153218,20,Polygon,SPE,seuclidean,median
359,0.71560527647456,20,Polygon,tSNE,chebychev,ward
360,0.715539655847995,20,Polygon,Sammon,spearman,centroid
361,0.715390375266688,10,Histogram,tSNE,spearman,complete
362,0.715123157835216,5,Histogram,tSNE,chebychev,single
363,0.713926029664566,10,Polygon,tSNE,mahalanobis,weighted
364,0.713817149791229,20,Polygon,LLE,correlation,centroid
365,0.713499356356671,5,Polygon,tSNE,squaredeuclidean,centroid
366,0.713473370242228,10,Polygon,tSNE,mahalanobis,single
367,0.713425600326406,5,Polygon,SPE,seuclidean,complete
368,0.713346816793017,5,Polygon,tSNE,squaredeuclidean,median
369,0.713342046534552,10,Histogram,tSNE,spearman,weighted
370,0.713280687693807,5,Histogram,tSNE,cosine,average
371,0.713124803211,10,Polygon,SPE,spearman,weighted
372,0.712839008641224,5,Polygon,tSNE,squaredeuclidean,weighted
373,0.712726792576512,20,Histogram,SPE,correlation,weighted
374,0.712620362570123,20,Polygon,LLE,cosine,centroid
375,0.712592509759658,20,Histogram,tSNE,seuclidean,centroid
376,0.712535954494572,20,Polygon,Sammon,cosine,ward
377,0.712430339206336,20,Polygon,Sammon,correlation,complete
378,0.712343076102454,5,Histogram,tSNE,mahalanobis,centroid
379,0.712174193618571,20,Polygon,Laplacian,cityblock,median
380,0.7120531903536,20,Histogram,SPE,correlation,median
381,0.711978263272316,5,Polygon,SPE,euclidean,weighted
382,0.711978263272316,5,Polygon,SPE,minkowski,weighted
383,0.711900283648231,10,Polygon,tSNE,euclidean,complete
384,0.711900283648231,10,Polygon,tSNE,squaredeuclidean,complete
385,0.711900283648231,10,Polygon,tSNE,minkowski,complete
386,0.71188381636657,20,Polygon,Sammon,cosine,complete
387,0.711803124690395,10,Polygon,tSNE,squaredeuclidean,ward
388,0.71172660380251,20,Polygon,tSNE,euclidean,complete
389,0.71172660380251,20,Polygon,tSNE,squaredeuclidean,complete
390,0.71172660380251,20,Polygon,tSNE,minkowski,complete
391,0.711577223886555,2,Polygon,LMNN,cosine,ward
392,0.711577223886555,5,Polygon,LMNN,cosine,ward
393,0.711577223886555,10,Polygon,LMNN,cosine,ward
394,0.711577223886555,20,Polygon,LMNN,cosine,ward
395,0.711320226892764,10,Histogram,tSNE,mahalanobis,centroid
396,0.710769268279651,10,Polygon,tSNE,mahalanobis,ward
397,0.710696271613756,20,Polygon,Sammon,correlation,weighted
398,0.710503500275381,20,Histogram,tSNE,cosine,complete
399,0.710435518041768,10,Polygon,tSNE,euclidean,ward
400,0.710435518041768,10,Polygon,tSNE,minkowski,ward
401,0.710336467380657,5,Polygon,SPE,chebychev,median
402,0.710236921964137,5,Polygon,tSNE,cityblock,weighted
403,0.710233939228114,20,Polygon,SPE,squaredeuclidean,median
404,0.71019723049824,20,Polygon,Sammon,spearman,weighted
405,0.710196954601523,5,Histogram,tSNE,cosine,centroid
406,0.709982684341314,5,Polygon,SPE,squaredeuclidean,median
407,0.709957003831896,10,Histogram,tSNE,chebychev,centroid
408,0.709882788177773,2,Polygon,LMNN,correlation,centroid
409,0.709882788177773,5,Polygon,LMNN,correlation,centroid
410,0.709882788177773,10,Polygon,LMNN,correlation,centroid
411,0.709882788177773,20,Polygon,LMNN,correlation,centroid
412,0.709861389923597,5,Polygon,SPE,seuclidean,ward
413,0.709606231508129,10,Polygon,Laplacian,correlation,single
414,0.709520440349403,10,Histogram,tSNE,correlation,complete
415,0.709464813137584,20,Histogram,tSNE,correlation,complete
416,0.70938733161161,5,Polygon,tSNE,cityblock,average
417,0.709275395886383,5,Polygon,SPE,euclidean,complete
418,0.709275395886383,5,Polygon,SPE,squaredeuclidean,complete
419,0.709275395886383,5,Polygon,SPE,minkowski,complete
420,0.709122627603946,5,Polygon,SPE,mahalanobis,ward
421,0.708979789226794,10,Polygon,tSNE,seuclidean,ward
422,0.708973178675343,20,Histogram,tSNE,cityblock,centroid
423,0.708875872919796,20,Histogram,FactorAnalysis,correlation,average
424,0.708841956984693,5,Polygon,SPE,cosine,average
425,0.70846192498773,20,Polygon,tSNE,squaredeuclidean,ward
426,0.708444315135117,2,Polygon,LMNN,spearman,ward
427,0.708444315135117,5,Polygon,LMNN,spearman,ward
428,0.708444315135117,10,Polygon,LMNN,spearman,ward
429,0.708444315135117,20,Polygon,LMNN,spearman,ward
430,0.708369487164269,10,Polygon,SPE,cityblock,median
431,0.708302001275599,5,Polygon,tSNE,cosine,single
432,0.708274526075937,20,Polygon,NCA,mahalanobis,ward
433,0.708220609701476,20,Polygon,Laplacian,spearman,centroid
434,0.708194802896111,20,Polygon,tSNE,chebychev,complete
435,0.707950982144873,5,Polygon,tSNE,mahalanobis,ward
436,0.707687216524671,5,Polygon,SPE,euclidean,ward
437,0.707687216524671,5,Polygon,SPE,minkowski,ward
438,0.707658122743097,20,Histogram,tSNE,spearman,ward
439,0.707519686510592,20,Polygon,LLE,mahalanobis,ward
440,0.707506870812378,5,Polygon,tSNE,correlation,complete
441,0.707396701551451,20,Polygon,tSNE,euclidean,ward
442,0.707396701551451,20,Polygon,tSNE,minkowski,ward
443,0.707283442970682,20,Polygon,tSNE,cityblock,complete
444,0.707222557167293,10,Polygon,tSNE,cityblock,ward
445,0.706668866679437,20,Polygon,Laplacian,cityblock,weighted
446,0.706656107038687,20,Polygon,Laplacian,cityblock,single
447,0.7066552505404,10,Polygon,Laplacian,cityblock,single
448,0.706427481187881,10,Polygon,SPE,correlation,complete
449,0.70633556353527,20,Polygon,tSNE,cityblock,ward
450,0.705881680012241,5,Polygon,SPE,correlation,average
451,0.705699754682248,20,Polygon,Sammon,squaredeuclidean,ward
452,0.705678932568602,10,Polygon,SPE,squaredeuclidean,median
453,0.705615791596649,20,Polygon,Sammon,chebychev,ward
454,0.705592829819116,10,Histogram,tSNE,spearman,ward
455,0.705273827934176,5,Polygon,SPE,chebychev,ward
456,0.705008458990092,5,Polygon,tSNE,seuclidean,weighted
457,0.704744743277916,2,Polygon,LMNN,seuclidean,ward
458,0.704744743277916,5,Polygon,LMNN,seuclidean,ward
459,0.704744743277916,10,Polygon,LMNN,seuclidean,ward
460,0.704744743277916,20,Polygon,LMNN,seuclidean,ward
461,0.704652472292297,5,Polygon,tSNE,seuclidean,median
462,0.704504330962388,20,Polygon,LLE,cosine,average
463,0.704478056838496,20,Polygon,tSNE,seuclidean,ward
464,0.704460676977178,10,Polygon,tSNE,chebychev,ward
465,0.704398984984104,10,Polygon,tSNE,spearman,median
466,0.704246497410662,5,Polygon,SPE,cosine,centroid
467,0.704149451111671,20,Histogram,tSNE,seuclidean,median
