vBestLabels1,vBestLabels2,vBestLabels3,vBestLabels4,vBestLabels5,vBestLabels6,vBestLabels7
14518,0.132594982890691,20,Polygon,Laplacian,jaccard,average
14519,0.132594982890691,2,Histogram,Laplacian,jaccard,average
14520,0.132594982890691,5,Histogram,Laplacian,jaccard,average
14521,0.132594982890691,10,Histogram,Laplacian,jaccard,average
14522,0.132594982890691,20,Histogram,Laplacian,jaccard,average
14523,0.132594982890691,2,Polygon,DiffusionMaps,jaccard,average
14524,0.132594982890691,5,Polygon,DiffusionMaps,jaccard,average
14525,0.132594982890691,10,Polygon,DiffusionMaps,jaccard,average
14526,0.132594982890691,20,Polygon,DiffusionMaps,jaccard,average
14527,0.132594982890691,2,Histogram,DiffusionMaps,jaccard,average
14528,0.132594982890691,5,Histogram,DiffusionMaps,jaccard,average
14529,0.132594982890691,10,Histogram,DiffusionMaps,jaccard,average
14530,0.132594982890691,20,Histogram,DiffusionMaps,jaccard,average
14531,0.132594982890691,2,Polygon,KernelPCA,jaccard,average
14532,0.132594982890691,5,Polygon,KernelPCA,jaccard,average
14533,0.132594982890691,10,Polygon,KernelPCA,jaccard,average
14534,0.132594982890691,20,Polygon,KernelPCA,jaccard,average
14535,0.132594982890691,2,Histogram,KernelPCA,jaccard,average
14536,0.132594982890691,2,Polygon,SNE,jaccard,average
14537,0.132594982890691,5,Polygon,SNE,jaccard,average
14538,0.132594982890691,10,Polygon,SNE,jaccard,average
14539,0.132594982890691,20,Polygon,SNE,jaccard,average
14540,0.132594982890691,2,Histogram,SNE,jaccard,average
14541,0.132594982890691,5,Histogram,SNE,jaccard,average
14542,0.132594982890691,10,Histogram,SNE,jaccard,average
14543,0.132594982890691,20,Histogram,SNE,jaccard,average
14544,0.132594982890691,2,Polygon,SymSNE,jaccard,average
14545,0.132594982890691,5,Polygon,SymSNE,jaccard,average
14546,0.132594982890691,10,Polygon,SymSNE,jaccard,average
14547,0.132594982890691,20,Polygon,SymSNE,jaccard,average
14548,0.132594982890691,2,Histogram,SymSNE,jaccard,average
14549,0.132594982890691,5,Histogram,SymSNE,jaccard,average
14550,0.132594982890691,10,Histogram,SymSNE,jaccard,average
14551,0.132594982890691,20,Histogram,SymSNE,jaccard,average
14552,0.132594982890691,2,Polygon,tSNE,jaccard,average
14553,0.132594982890691,5,Polygon,tSNE,jaccard,average
14554,0.132594982890691,10,Polygon,tSNE,jaccard,average
14555,0.132594982890691,20,Polygon,tSNE,jaccard,average
14556,0.132594982890691,2,Histogram,tSNE,jaccard,average
14557,0.132594982890691,5,Histogram,tSNE,jaccard,average
14558,0.132594982890691,10,Histogram,tSNE,jaccard,average
14559,0.132594982890691,20,Histogram,tSNE,jaccard,average
14560,0.132594982890691,5,Polygon,LPP,jaccard,average
14561,0.132594982890691,10,Polygon,LPP,jaccard,average
14562,0.132594982890691,20,Polygon,LPP,jaccard,average
14563,0.132594982890691,2,Polygon,NPE,jaccard,average
14564,0.132594982890691,5,Polygon,NPE,jaccard,average
14565,0.132594982890691,10,Polygon,NPE,jaccard,average
14566,0.132594982890691,20,Polygon,NPE,jaccard,average
14567,0.132594982890691,2,Histogram,NPE,jaccard,average
14568,0.132594982890691,5,Histogram,NPE,jaccard,average
14569,0.132594982890691,10,Histogram,NPE,jaccard,average
14570,0.132594982890691,20,Histogram,NPE,jaccard,average
14571,0.132594982890691,5,Polygon,LLTSA,jaccard,average
14572,0.132594982890691,10,Polygon,LLTSA,jaccard,average
14573,0.132594982890691,20,Polygon,LLTSA,jaccard,average
14574,0.132594982890691,2,Polygon,SPE,jaccard,average
14575,0.132594982890691,5,Polygon,SPE,jaccard,average
14576,0.132594982890691,10,Polygon,SPE,jaccard,average
14577,0.132594982890691,20,Polygon,SPE,jaccard,average
14578,0.132594982890691,2,Histogram,SPE,jaccard,average
14579,0.132594982890691,5,Histogram,SPE,jaccard,average
14580,0.132594982890691,10,Histogram,SPE,jaccard,average
14581,0.132594982890691,20,Histogram,SPE,jaccard,average
14582,0.132594982890691,2,Polygon,Autoencoder,jaccard,average
14583,0.132594982890691,5,Polygon,Autoencoder,jaccard,average
14584,0.132594982890691,10,Polygon,Autoencoder,jaccard,average
14585,0.132594982890691,20,Polygon,Autoencoder,jaccard,average
14586,0.132594982890691,2,Histogram,Autoencoder,jaccard,average
14587,0.132594982890691,5,Histogram,Autoencoder,jaccard,average
14588,0.132594982890691,10,Histogram,Autoencoder,jaccard,average
14589,0.132594982890691,20,Histogram,Autoencoder,jaccard,average
14590,0.132594982890691,2,Polygon,LLC,jaccard,average
14591,0.132594982890691,5,Polygon,LLC,jaccard,average
14592,0.132594982890691,10,Polygon,LLC,jaccard,average
14593,0.132594982890691,20,Polygon,LLC,jaccard,average
14594,0.132594982890691,2,Histogram,LLC,jaccard,average
14595,0.132594982890691,10,Histogram,LLC,jaccard,average
14596,0.132594982890691,20,Histogram,LLC,jaccard,average
14597,0.132594982890691,2,Polygon,ManifoldChart,jaccard,average
14598,0.132594982890691,2,Polygon,NCA,jaccard,average
14599,0.132594982890691,5,Polygon,NCA,jaccard,average
14600,0.132594982890691,10,Polygon,NCA,jaccard,average
14601,0.132594982890691,20,Polygon,NCA,jaccard,average
14602,0.132594982890691,2,Histogram,NCA,jaccard,average
14603,0.132594982890691,5,Histogram,NCA,jaccard,average
14604,0.132594982890691,10,Histogram,NCA,jaccard,average
14605,0.132594982890691,20,Histogram,NCA,jaccard,average
14606,0.132594982890691,2,Polygon,MCML,jaccard,average
14607,0.132594982890691,5,Polygon,MCML,jaccard,average
14608,0.132594982890691,10,Polygon,MCML,jaccard,average
14609,0.132594982890691,20,Polygon,MCML,jaccard,average
14610,0.132594982890691,2,Histogram,MCML,jaccard,average
14611,0.132594982890691,5,Histogram,MCML,jaccard,average
14612,0.132594982890691,10,Histogram,MCML,jaccard,average
14613,0.132594982890691,20,Histogram,MCML,jaccard,average
14614,0.132594982890691,2,Polygon,LMNN,jaccard,average
14615,0.132594982890691,5,Polygon,LMNN,jaccard,average
14616,0.132594982890691,10,Polygon,LMNN,jaccard,average
14617,0.132594982890691,20,Polygon,LMNN,jaccard,average
14618,0.132594982890691,2,Histogram,LMNN,jaccard,average
14619,0.132594982890691,5,Histogram,LMNN,jaccard,average
14620,0.132594982890691,10,Histogram,LMNN,jaccard,average
14621,0.132594982890691,20,Histogram,LMNN,jaccard,average
14622,0.132594982890691,2,Polygon,LPP,cosine,weighted
14623,0.132594982890691,2,Polygon,CFA,correlation,weighted
14624,0.132594982890691,2,Polygon,LPP,spearman,weighted
14625,0.132594982890691,2,Polygon,LLTSA,spearman,weighted
14626,0.132594982890691,2,Polygon,Autoencoder,spearman,weighted
14627,0.132594982890691,5,Polygon,Autoencoder,spearman,weighted
14628,0.132594982890691,20,Polygon,Autoencoder,spearman,weighted
14629,0.132594982890691,10,Polygon,LLC,spearman,weighted
14630,0.132594982890691,2,Polygon,CFA,spearman,weighted
14631,0.132594982890691,5,Polygon,CFA,spearman,weighted
14632,0.132594982890691,10,Polygon,CFA,spearman,weighted
14633,0.132594982890691,2,Polygon,PCA,hamming,weighted
14634,0.132594982890691,5,Polygon,PCA,hamming,weighted
14635,0.132594982890691,10,Polygon,PCA,hamming,weighted
14636,0.132594982890691,20,Polygon,PCA,hamming,weighted
14637,0.132594982890691,2,Histogram,PCA,hamming,weighted
14638,0.132594982890691,5,Histogram,PCA,hamming,weighted
14639,0.132594982890691,10,Histogram,PCA,hamming,weighted
14640,0.132594982890691,20,Histogram,PCA,hamming,weighted
14641,0.132594982890691,2,Polygon,LDA,hamming,weighted
14642,0.132594982890691,5,Polygon,LDA,hamming,weighted
14643,0.132594982890691,10,Polygon,LDA,hamming,weighted
14644,0.132594982890691,20,Polygon,LDA,hamming,weighted
14645,0.132594982890691,2,Polygon,MDS,hamming,weighted
14646,0.132594982890691,5,Polygon,MDS,hamming,weighted
14647,0.132594982890691,10,Polygon,MDS,hamming,weighted
14648,0.132594982890691,20,Polygon,MDS,hamming,weighted
14649,0.132594982890691,2,Histogram,MDS,hamming,weighted
14650,0.132594982890691,5,Histogram,MDS,hamming,weighted
14651,0.132594982890691,10,Histogram,MDS,hamming,weighted
14652,0.132594982890691,20,Histogram,MDS,hamming,weighted
14653,0.132594982890691,2,Polygon,ProbPCA,hamming,weighted
14654,0.132594982890691,5,Polygon,ProbPCA,hamming,weighted
14655,0.132594982890691,10,Polygon,ProbPCA,hamming,weighted
14656,0.132594982890691,20,Polygon,ProbPCA,hamming,weighted
14657,0.132594982890691,2,Histogram,ProbPCA,hamming,weighted
14658,0.132594982890691,5,Histogram,ProbPCA,hamming,weighted
14659,0.132594982890691,10,Histogram,ProbPCA,hamming,weighted
14660,0.132594982890691,20,Histogram,ProbPCA,hamming,weighted
14661,0.132594982890691,2,Polygon,FactorAnalysis,hamming,weighted
14662,0.132594982890691,5,Polygon,FactorAnalysis,hamming,weighted
14663,0.132594982890691,10,Polygon,FactorAnalysis,hamming,weighted
14664,0.132594982890691,20,Polygon,FactorAnalysis,hamming,weighted
14665,0.132594982890691,2,Histogram,FactorAnalysis,hamming,weighted
14666,0.132594982890691,5,Histogram,FactorAnalysis,hamming,weighted
14667,0.132594982890691,10,Histogram,FactorAnalysis,hamming,weighted
14668,0.132594982890691,20,Histogram,FactorAnalysis,hamming,weighted
14669,0.132594982890691,2,Polygon,GPLVM,hamming,weighted
14670,0.132594982890691,5,Polygon,GPLVM,hamming,weighted
14671,0.132594982890691,10,Polygon,GPLVM,hamming,weighted
14672,0.132594982890691,20,Polygon,GPLVM,hamming,weighted
14673,0.132594982890691,2,Histogram,GPLVM,hamming,weighted
14674,0.132594982890691,5,Histogram,GPLVM,hamming,weighted
14675,0.132594982890691,10,Histogram,GPLVM,hamming,weighted
14676,0.132594982890691,20,Histogram,GPLVM,hamming,weighted
14677,0.132594982890691,2,Polygon,Sammon,hamming,weighted
14678,0.132594982890691,5,Polygon,Sammon,hamming,weighted
14679,0.132594982890691,10,Polygon,Sammon,hamming,weighted
14680,0.132594982890691,20,Polygon,Sammon,hamming,weighted
14681,0.132594982890691,2,Histogram,Sammon,hamming,weighted
14682,0.132594982890691,5,Histogram,Sammon,hamming,weighted
14683,0.132594982890691,10,Histogram,Sammon,hamming,weighted
14684,0.132594982890691,20,Histogram,Sammon,hamming,weighted
14685,0.132594982890691,2,Polygon,Isomap,hamming,weighted
14686,0.132594982890691,5,Polygon,Isomap,hamming,weighted
14687,0.132594982890691,10,Polygon,Isomap,hamming,weighted
14688,0.132594982890691,20,Polygon,Isomap,hamming,weighted
14689,0.132594982890691,2,Histogram,Isomap,hamming,weighted
14690,0.132594982890691,5,Histogram,Isomap,hamming,weighted
14691,0.132594982890691,10,Histogram,Isomap,hamming,weighted
14692,0.132594982890691,20,Histogram,Isomap,hamming,weighted
14693,0.132594982890691,2,Polygon,LandmarkIsomap,hamming,weighted
14694,0.132594982890691,5,Polygon,LandmarkIsomap,hamming,weighted
14695,0.132594982890691,10,Polygon,LandmarkIsomap,hamming,weighted
14696,0.132594982890691,20,Polygon,LandmarkIsomap,hamming,weighted
14697,0.132594982890691,2,Histogram,LandmarkIsomap,hamming,weighted
14698,0.132594982890691,5,Histogram,LandmarkIsomap,hamming,weighted
14699,0.132594982890691,10,Histogram,LandmarkIsomap,hamming,weighted
14700,0.132594982890691,20,Histogram,LandmarkIsomap,hamming,weighted
14701,0.132594982890691,2,Polygon,LLE,hamming,weighted
14702,0.132594982890691,5,Polygon,LLE,hamming,weighted
14703,0.132594982890691,10,Polygon,LLE,hamming,weighted
14704,0.132594982890691,20,Polygon,LLE,hamming,weighted
14705,0.132594982890691,2,Histogram,LLE,hamming,weighted
14706,0.132594982890691,5,Histogram,LLE,hamming,weighted
14707,0.132594982890691,10,Histogram,LLE,hamming,weighted
14708,0.132594982890691,20,Histogram,LLE,hamming,weighted
14709,0.132594982890691,2,Polygon,Laplacian,hamming,weighted
14710,0.132594982890691,5,Polygon,Laplacian,hamming,weighted
14711,0.132594982890691,10,Polygon,Laplacian,hamming,weighted
14712,0.132594982890691,20,Polygon,Laplacian,hamming,weighted
14713,0.132594982890691,2,Histogram,Laplacian,hamming,weighted
14714,0.132594982890691,5,Histogram,Laplacian,hamming,weighted
14715,0.132594982890691,10,Histogram,Laplacian,hamming,weighted
14716,0.132594982890691,20,Histogram,Laplacian,hamming,weighted
14717,0.132594982890691,2,Polygon,DiffusionMaps,hamming,weighted
14718,0.132594982890691,5,Polygon,DiffusionMaps,hamming,weighted
14719,0.132594982890691,10,Polygon,DiffusionMaps,hamming,weighted
14720,0.132594982890691,20,Polygon,DiffusionMaps,hamming,weighted
14721,0.132594982890691,2,Histogram,DiffusionMaps,hamming,weighted
14722,0.132594982890691,5,Histogram,DiffusionMaps,hamming,weighted
14723,0.132594982890691,10,Histogram,DiffusionMaps,hamming,weighted
14724,0.132594982890691,20,Histogram,DiffusionMaps,hamming,weighted
14725,0.132594982890691,2,Polygon,KernelPCA,hamming,weighted
14726,0.132594982890691,5,Polygon,KernelPCA,hamming,weighted
14727,0.132594982890691,10,Polygon,KernelPCA,hamming,weighted
14728,0.132594982890691,20,Polygon,KernelPCA,hamming,weighted
14729,0.132594982890691,2,Histogram,KernelPCA,hamming,weighted
14730,0.132594982890691,2,Polygon,SNE,hamming,weighted
14731,0.132594982890691,5,Polygon,SNE,hamming,weighted
14732,0.132594982890691,10,Polygon,SNE,hamming,weighted
14733,0.132594982890691,20,Polygon,SNE,hamming,weighted
14734,0.132594982890691,2,Histogram,SNE,hamming,weighted
14735,0.132594982890691,5,Histogram,SNE,hamming,weighted
14736,0.132594982890691,10,Histogram,SNE,hamming,weighted
14737,0.132594982890691,20,Histogram,SNE,hamming,weighted
14738,0.132594982890691,2,Polygon,SymSNE,hamming,weighted
14739,0.132594982890691,5,Polygon,SymSNE,hamming,weighted
14740,0.132594982890691,10,Polygon,SymSNE,hamming,weighted
14741,0.132594982890691,20,Polygon,SymSNE,hamming,weighted
14742,0.132594982890691,2,Histogram,SymSNE,hamming,weighted
14743,0.132594982890691,5,Histogram,SymSNE,hamming,weighted
14744,0.132594982890691,10,Histogram,SymSNE,hamming,weighted
14745,0.132594982890691,20,Histogram,SymSNE,hamming,weighted
14746,0.132594982890691,2,Polygon,tSNE,hamming,weighted
14747,0.132594982890691,5,Polygon,tSNE,hamming,weighted
14748,0.132594982890691,10,Polygon,tSNE,hamming,weighted
14749,0.132594982890691,20,Polygon,tSNE,hamming,weighted
14750,0.132594982890691,2,Histogram,tSNE,hamming,weighted
14751,0.132594982890691,5,Histogram,tSNE,hamming,weighted
14752,0.132594982890691,10,Histogram,tSNE,hamming,weighted
14753,0.132594982890691,20,Histogram,tSNE,hamming,weighted
14754,0.132594982890691,5,Polygon,LPP,hamming,weighted
14755,0.132594982890691,10,Polygon,LPP,hamming,weighted
14756,0.132594982890691,20,Polygon,LPP,hamming,weighted
14757,0.132594982890691,2,Polygon,NPE,hamming,weighted
14758,0.132594982890691,5,Polygon,NPE,hamming,weighted
14759,0.132594982890691,10,Polygon,NPE,hamming,weighted
14760,0.132594982890691,20,Polygon,NPE,hamming,weighted
14761,0.132594982890691,2,Histogram,NPE,hamming,weighted
14762,0.132594982890691,5,Histogram,NPE,hamming,weighted
14763,0.132594982890691,10,Histogram,NPE,hamming,weighted
14764,0.132594982890691,20,Histogram,NPE,hamming,weighted
14765,0.132594982890691,5,Polygon,LLTSA,hamming,weighted
14766,0.132594982890691,10,Polygon,LLTSA,hamming,weighted
14767,0.132594982890691,20,Polygon,LLTSA,hamming,weighted
14768,0.132594982890691,2,Polygon,SPE,hamming,weighted
14769,0.132594982890691,5,Polygon,SPE,hamming,weighted
14770,0.132594982890691,10,Polygon,SPE,hamming,weighted
14771,0.132594982890691,20,Polygon,SPE,hamming,weighted
14772,0.132594982890691,2,Histogram,SPE,hamming,weighted
14773,0.132594982890691,5,Histogram,SPE,hamming,weighted
14774,0.132594982890691,10,Histogram,SPE,hamming,weighted
14775,0.132594982890691,20,Histogram,SPE,hamming,weighted
14776,0.132594982890691,2,Polygon,Autoencoder,hamming,weighted
14777,0.132594982890691,5,Polygon,Autoencoder,hamming,weighted
14778,0.132594982890691,10,Polygon,Autoencoder,hamming,weighted
14779,0.132594982890691,20,Polygon,Autoencoder,hamming,weighted
14780,0.132594982890691,2,Histogram,Autoencoder,hamming,weighted
14781,0.132594982890691,5,Histogram,Autoencoder,hamming,weighted
14782,0.132594982890691,10,Histogram,Autoencoder,hamming,weighted
14783,0.132594982890691,20,Histogram,Autoencoder,hamming,weighted
14784,0.132594982890691,2,Polygon,LLC,hamming,weighted
14785,0.132594982890691,5,Polygon,LLC,hamming,weighted
14786,0.132594982890691,10,Polygon,LLC,hamming,weighted
14787,0.132594982890691,20,Polygon,LLC,hamming,weighted
14788,0.132594982890691,2,Histogram,LLC,hamming,weighted
14789,0.132594982890691,10,Histogram,LLC,hamming,weighted
14790,0.132594982890691,20,Histogram,LLC,hamming,weighted
14791,0.132594982890691,2,Polygon,ManifoldChart,hamming,weighted
14792,0.132594982890691,2,Polygon,NCA,hamming,weighted
14793,0.132594982890691,5,Polygon,NCA,hamming,weighted
14794,0.132594982890691,10,Polygon,NCA,hamming,weighted
14795,0.132594982890691,20,Polygon,NCA,hamming,weighted
14796,0.132594982890691,2,Histogram,NCA,hamming,weighted
14797,0.132594982890691,5,Histogram,NCA,hamming,weighted
14798,0.132594982890691,10,Histogram,NCA,hamming,weighted
14799,0.132594982890691,20,Histogram,NCA,hamming,weighted
14800,0.132594982890691,2,Polygon,MCML,hamming,weighted
14801,0.132594982890691,5,Polygon,MCML,hamming,weighted
14802,0.132594982890691,10,Polygon,MCML,hamming,weighted
14803,0.132594982890691,20,Polygon,MCML,hamming,weighted
14804,0.132594982890691,2,Histogram,MCML,hamming,weighted
14805,0.132594982890691,5,Histogram,MCML,hamming,weighted
14806,0.132594982890691,10,Histogram,MCML,hamming,weighted
14807,0.132594982890691,20,Histogram,MCML,hamming,weighted
14808,0.132594982890691,2,Polygon,LMNN,hamming,weighted
14809,0.132594982890691,5,Polygon,LMNN,hamming,weighted
14810,0.132594982890691,10,Polygon,LMNN,hamming,weighted
14811,0.132594982890691,20,Polygon,LMNN,hamming,weighted
14812,0.132594982890691,2,Histogram,LMNN,hamming,weighted
14813,0.132594982890691,5,Histogram,LMNN,hamming,weighted
14814,0.132594982890691,10,Histogram,LMNN,hamming,weighted
14815,0.132594982890691,20,Histogram,LMNN,hamming,weighted
14816,0.132594982890691,2,Polygon,PCA,jaccard,weighted
14817,0.132594982890691,5,Polygon,PCA,jaccard,weighted
14818,0.132594982890691,10,Polygon,PCA,jaccard,weighted
14819,0.132594982890691,20,Polygon,PCA,jaccard,weighted
14820,0.132594982890691,2,Histogram,PCA,jaccard,weighted
14821,0.132594982890691,5,Histogram,PCA,jaccard,weighted
14822,0.132594982890691,10,Histogram,PCA,jaccard,weighted
14823,0.132594982890691,20,Histogram,PCA,jaccard,weighted
14824,0.132594982890691,2,Polygon,LDA,jaccard,weighted
14825,0.132594982890691,5,Polygon,LDA,jaccard,weighted
14826,0.132594982890691,10,Polygon,LDA,jaccard,weighted
14827,0.132594982890691,20,Polygon,LDA,jaccard,weighted
14828,0.132594982890691,2,Polygon,MDS,jaccard,weighted
14829,0.132594982890691,5,Polygon,MDS,jaccard,weighted
14830,0.132594982890691,10,Polygon,MDS,jaccard,weighted
14831,0.132594982890691,20,Polygon,MDS,jaccard,weighted
14832,0.132594982890691,2,Histogram,MDS,jaccard,weighted
14833,0.132594982890691,5,Histogram,MDS,jaccard,weighted
14834,0.132594982890691,10,Histogram,MDS,jaccard,weighted
14835,0.132594982890691,20,Histogram,MDS,jaccard,weighted
14836,0.132594982890691,2,Polygon,ProbPCA,jaccard,weighted
14837,0.132594982890691,5,Polygon,ProbPCA,jaccard,weighted
14838,0.132594982890691,10,Polygon,ProbPCA,jaccard,weighted
14839,0.132594982890691,20,Polygon,ProbPCA,jaccard,weighted
14840,0.132594982890691,2,Histogram,ProbPCA,jaccard,weighted
14841,0.132594982890691,5,Histogram,ProbPCA,jaccard,weighted
14842,0.132594982890691,10,Histogram,ProbPCA,jaccard,weighted
14843,0.132594982890691,20,Histogram,ProbPCA,jaccard,weighted
14844,0.132594982890691,2,Polygon,FactorAnalysis,jaccard,weighted
14845,0.132594982890691,5,Polygon,FactorAnalysis,jaccard,weighted
14846,0.132594982890691,10,Polygon,FactorAnalysis,jaccard,weighted
14847,0.132594982890691,20,Polygon,FactorAnalysis,jaccard,weighted
14848,0.132594982890691,2,Histogram,FactorAnalysis,jaccard,weighted
14849,0.132594982890691,5,Histogram,FactorAnalysis,jaccard,weighted
14850,0.132594982890691,10,Histogram,FactorAnalysis,jaccard,weighted
14851,0.132594982890691,20,Histogram,FactorAnalysis,jaccard,weighted
14852,0.132594982890691,2,Polygon,GPLVM,jaccard,weighted
14853,0.132594982890691,5,Polygon,GPLVM,jaccard,weighted
14854,0.132594982890691,10,Polygon,GPLVM,jaccard,weighted
14855,0.132594982890691,20,Polygon,GPLVM,jaccard,weighted
14856,0.132594982890691,2,Histogram,GPLVM,jaccard,weighted
14857,0.132594982890691,5,Histogram,GPLVM,jaccard,weighted
14858,0.132594982890691,10,Histogram,GPLVM,jaccard,weighted
14859,0.132594982890691,20,Histogram,GPLVM,jaccard,weighted
14860,0.132594982890691,2,Polygon,Sammon,jaccard,weighted
14861,0.132594982890691,5,Polygon,Sammon,jaccard,weighted
14862,0.132594982890691,10,Polygon,Sammon,jaccard,weighted
14863,0.132594982890691,20,Polygon,Sammon,jaccard,weighted
14864,0.132594982890691,2,Histogram,Sammon,jaccard,weighted
14865,0.132594982890691,5,Histogram,Sammon,jaccard,weighted
14866,0.132594982890691,10,Histogram,Sammon,jaccard,weighted
14867,0.132594982890691,20,Histogram,Sammon,jaccard,weighted
14868,0.132594982890691,2,Polygon,Isomap,jaccard,weighted
14869,0.132594982890691,5,Polygon,Isomap,jaccard,weighted
14870,0.132594982890691,10,Polygon,Isomap,jaccard,weighted
14871,0.132594982890691,20,Polygon,Isomap,jaccard,weighted
14872,0.132594982890691,2,Histogram,Isomap,jaccard,weighted
14873,0.132594982890691,5,Histogram,Isomap,jaccard,weighted
14874,0.132594982890691,10,Histogram,Isomap,jaccard,weighted
14875,0.132594982890691,20,Histogram,Isomap,jaccard,weighted
14876,0.132594982890691,2,Polygon,LandmarkIsomap,jaccard,weighted
14877,0.132594982890691,5,Polygon,LandmarkIsomap,jaccard,weighted
14878,0.132594982890691,10,Polygon,LandmarkIsomap,jaccard,weighted
14879,0.132594982890691,20,Polygon,LandmarkIsomap,jaccard,weighted
14880,0.132594982890691,2,Histogram,LandmarkIsomap,jaccard,weighted
14881,0.132594982890691,5,Histogram,LandmarkIsomap,jaccard,weighted
14882,0.132594982890691,10,Histogram,LandmarkIsomap,jaccard,weighted
14883,0.132594982890691,20,Histogram,LandmarkIsomap,jaccard,weighted
14884,0.132594982890691,2,Polygon,LLE,jaccard,weighted
14885,0.132594982890691,5,Polygon,LLE,jaccard,weighted
14886,0.132594982890691,10,Polygon,LLE,jaccard,weighted
14887,0.132594982890691,20,Polygon,LLE,jaccard,weighted
14888,0.132594982890691,2,Histogram,LLE,jaccard,weighted
14889,0.132594982890691,5,Histogram,LLE,jaccard,weighted
14890,0.132594982890691,10,Histogram,LLE,jaccard,weighted
14891,0.132594982890691,20,Histogram,LLE,jaccard,weighted
14892,0.132594982890691,2,Polygon,Laplacian,jaccard,weighted
14893,0.132594982890691,5,Polygon,Laplacian,jaccard,weighted
14894,0.132594982890691,10,Polygon,Laplacian,jaccard,weighted
14895,0.132594982890691,20,Polygon,Laplacian,jaccard,weighted
14896,0.132594982890691,2,Histogram,Laplacian,jaccard,weighted
14897,0.132594982890691,5,Histogram,Laplacian,jaccard,weighted
14898,0.132594982890691,10,Histogram,Laplacian,jaccard,weighted
14899,0.132594982890691,20,Histogram,Laplacian,jaccard,weighted
14900,0.132594982890691,2,Polygon,DiffusionMaps,jaccard,weighted
14901,0.132594982890691,5,Polygon,DiffusionMaps,jaccard,weighted
14902,0.132594982890691,10,Polygon,DiffusionMaps,jaccard,weighted
14903,0.132594982890691,20,Polygon,DiffusionMaps,jaccard,weighted
14904,0.132594982890691,2,Histogram,DiffusionMaps,jaccard,weighted
14905,0.132594982890691,5,Histogram,DiffusionMaps,jaccard,weighted
14906,0.132594982890691,10,Histogram,DiffusionMaps,jaccard,weighted
14907,0.132594982890691,20,Histogram,DiffusionMaps,jaccard,weighted
14908,0.132594982890691,2,Polygon,KernelPCA,jaccard,weighted
14909,0.132594982890691,5,Polygon,KernelPCA,jaccard,weighted
14910,0.132594982890691,10,Polygon,KernelPCA,jaccard,weighted
14911,0.132594982890691,20,Polygon,KernelPCA,jaccard,weighted
14912,0.132594982890691,2,Histogram,KernelPCA,jaccard,weighted
14913,0.132594982890691,2,Polygon,SNE,jaccard,weighted
14914,0.132594982890691,5,Polygon,SNE,jaccard,weighted
14915,0.132594982890691,10,Polygon,SNE,jaccard,weighted
14916,0.132594982890691,20,Polygon,SNE,jaccard,weighted
14917,0.132594982890691,2,Histogram,SNE,jaccard,weighted
14918,0.132594982890691,5,Histogram,SNE,jaccard,weighted
14919,0.132594982890691,10,Histogram,SNE,jaccard,weighted
14920,0.132594982890691,20,Histogram,SNE,jaccard,weighted
14921,0.132594982890691,2,Polygon,SymSNE,jaccard,weighted
14922,0.132594982890691,5,Polygon,SymSNE,jaccard,weighted
14923,0.132594982890691,10,Polygon,SymSNE,jaccard,weighted
14924,0.132594982890691,20,Polygon,SymSNE,jaccard,weighted
14925,0.132594982890691,2,Histogram,SymSNE,jaccard,weighted
14926,0.132594982890691,5,Histogram,SymSNE,jaccard,weighted
14927,0.132594982890691,10,Histogram,SymSNE,jaccard,weighted
14928,0.132594982890691,20,Histogram,SymSNE,jaccard,weighted
14929,0.132594982890691,2,Polygon,tSNE,jaccard,weighted
14930,0.132594982890691,5,Polygon,tSNE,jaccard,weighted
14931,0.132594982890691,10,Polygon,tSNE,jaccard,weighted
14932,0.132594982890691,20,Polygon,tSNE,jaccard,weighted
14933,0.132594982890691,2,Histogram,tSNE,jaccard,weighted
14934,0.132594982890691,5,Histogram,tSNE,jaccard,weighted
14935,0.132594982890691,10,Histogram,tSNE,jaccard,weighted
14936,0.132594982890691,20,Histogram,tSNE,jaccard,weighted
14937,0.132594982890691,5,Polygon,LPP,jaccard,weighted
14938,0.132594982890691,10,Polygon,LPP,jaccard,weighted
14939,0.132594982890691,20,Polygon,LPP,jaccard,weighted
14940,0.132594982890691,2,Polygon,NPE,jaccard,weighted
14941,0.132594982890691,5,Polygon,NPE,jaccard,weighted
14942,0.132594982890691,10,Polygon,NPE,jaccard,weighted
14943,0.132594982890691,20,Polygon,NPE,jaccard,weighted
14944,0.132594982890691,2,Histogram,NPE,jaccard,weighted
14945,0.132594982890691,5,Histogram,NPE,jaccard,weighted
14946,0.132594982890691,10,Histogram,NPE,jaccard,weighted
14947,0.132594982890691,20,Histogram,NPE,jaccard,weighted
14948,0.132594982890691,5,Polygon,LLTSA,jaccard,weighted
14949,0.132594982890691,10,Polygon,LLTSA,jaccard,weighted
14950,0.132594982890691,20,Polygon,LLTSA,jaccard,weighted
14951,0.132594982890691,2,Polygon,SPE,jaccard,weighted
14952,0.132594982890691,5,Polygon,SPE,jaccard,weighted
14953,0.132594982890691,10,Polygon,SPE,jaccard,weighted
14954,0.132594982890691,20,Polygon,SPE,jaccard,weighted
14955,0.132594982890691,2,Histogram,SPE,jaccard,weighted
14956,0.132594982890691,5,Histogram,SPE,jaccard,weighted
14957,0.132594982890691,10,Histogram,SPE,jaccard,weighted
14958,0.132594982890691,20,Histogram,SPE,jaccard,weighted
